0.000000000000000000e+00 9.583244422404328944e-01 6.232143425738854298e-02
0.000000000000000000e+00 9.168894745050808481e-01 6.454130498985029274e-02
0.000000000000000000e+00 8.656405388111206856e-01 6.620416981042692717e-02
0.000000000000000000e+00 8.176222354647194601e-01 6.357809830596673761e-02
0.000000000000000000e+00 7.652271021607502943e-01 6.428617108927253687e-02
0.000000000000000000e+00 7.150849050942165164e-01 6.568216729106564344e-02
0.000000000000000000e+00 6.675823929155362269e-01 5.847739623923655511e-02
0.000000000000000000e+00 6.165436797975456518e-01 6.105533805089911198e-02
0.000000000000000000e+00 5.617121848403311413e-01 5.921277677619373597e-02
0.000000000000000000e+00 5.141961514268670319e-01 5.917531270607118143e-02
0.000000000000000000e+00 4.614535992909986062e-01 5.653976650722181141e-02
0.000000000000000000e+00 4.128530298718428027e-01 4.911508353350725609e-02
0.000000000000000000e+00 3.614903949581181886e-01 4.709767325700573576e-02
0.000000000000000000e+00 3.102148612037177178e-01 5.096971660492775197e-02
0.000000000000000000e+00 2.602749947991596646e-01 4.644579946530197345e-02
0.000000000000000000e+00 2.081555541099578133e-01 4.503909922024704887e-02
0.000000000000000000e+00 1.593104255776880696e-01 3.331754326902071350e-02
0.000000000000000000e+00 1.091222909036456967e-01 2.873210521518612670e-02
0.000000000000000000e+00 5.975093720560486349e-02 1.771572273968873013e-02
0.000000000000000000e+00 1.546738880456493583e-02 4.933206715215445338e-04
