-1.582874277180053468e+02 7.951014685844842722e-01 8.119281405799334134e-03
-1.483075174534827738e+02 8.014760307275690110e-01 4.442768720689473962e-03
-1.383276071889602008e+02 7.960513455622301171e-01 -1.122031148280140667e-03
-1.283476969244376278e+02 7.977768491289652930e-01 4.165552417920832806e-03
-1.183677866599150548e+02 7.847841295916648807e-01 4.498694027702711783e-03
-1.083878763953924818e+02 7.888566202766037483e-01 7.403929921180767149e-03
-9.840796613086993716e+01 7.898732937469197246e-01 1.230092145219447222e-02
-8.842805586634736414e+01 7.862126637909727656e-01 2.137003302573670799e-02
-7.844814560182479113e+01 7.835560098833433962e-01 1.971844727440364570e-02
-6.846823533730221811e+01 7.802915908678708101e-01 3.256830082127967763e-02
-5.848832507277965220e+01 7.848969263913257999e-01 4.442528054181419522e-02
-4.850841480825707919e+01 7.867089851235656850e-01 4.728352690260418517e-02
-3.852850454373451328e+01 7.919459698954337545e-01 6.256847945175306180e-02
-2.854859427921193671e+01 7.882498346861933625e-01 6.126151583784538585e-02
-1.856868401468936725e+01 7.809751920447688400e-01 7.172195387065173622e-02
-8.588773750166797782e+00 7.778934487078559279e-01 7.198414469386948955e-02
1.391136514355772569e+00 7.776569091696667879e-01 7.272506224675981401e-02
1.137104677887834292e+01 7.824379033939360406e-01 7.447783933276909407e-02
2.135095704340091061e+01 7.740741075148421801e-01 7.188297350115901985e-02
3.133086730792348362e+01 7.783711320115128673e-01 5.579353241260688601e-02
4.131077757244604953e+01 7.791762762354358385e-01 6.026546982430149718e-02
5.129068783696862965e+01 7.784257180564205791e-01 4.508905552910914827e-02
6.127059810149119556e+01 7.878472791420659815e-01 3.752223001609628072e-02
7.125050836601376147e+01 7.925885623752502163e-01 2.807712976493691170e-02
8.123041863053633449e+01 7.876875939255608694e-01 2.784310584799394583e-02
9.121032889505890751e+01 7.894935377578622404e-01 1.742652815188909521e-02
1.011902391595814663e+02 7.910253117470396056e-01 7.827810898027136310e-03
1.111701494241040535e+02 7.871626735882920611e-01 7.601888501972102127e-03
1.211500596886266266e+02 7.797104381321633415e-01 9.963568126410320483e-03
1.311299699531491854e+02 7.775496600869852282e-01 6.760561933926378941e-03
1.411098802176717584e+02 7.817024748011343060e-01 6.348304478350249094e-03
1.510897904821943314e+02 7.897415434679898594e-01 -2.315859783473517806e-03
