-1.693854874214992492e+02 9.478322628711438602e-01 1.218305928577442245e-04
-1.590088376124338367e+02 9.489362911934023925e-01 -2.566417539570911479e-04
-1.486321878033684527e+02 9.397939910909622885e-01 3.411905846327794537e-03
-1.382555379943030403e+02 9.450528346356634746e-01 4.827272254078323992e-03
-1.278788881852376562e+02 9.426784189064351116e-01 3.955066438824119540e-03
-1.175022383761722438e+02 9.448450379669461885e-01 6.132692276537114739e-03
-1.071255885671068455e+02 9.457384694872897901e-01 1.178835883617162031e-02
-9.674893875804144727e+01 9.464250672731316927e-01 1.562451577177556387e-02
-8.637228894897604903e+01 9.411013723642067674e-01 2.604180092502387384e-02
-7.599563913991065078e+01 9.458124489743806595e-01 2.991439327580951851e-02
-6.561898933084525254e+01 9.499098973709322324e-01 4.305610101462622324e-02
-5.524233952177985429e+01 9.484694542985415699e-01 4.968556271752732484e-02
-4.486568971271444184e+01 9.494357114955420673e-01 5.341448022515636607e-02
-3.448903990364904359e+01 9.503270622989689054e-01 5.840195492656615611e-02
-2.411239009458363824e+01 9.508223654096989996e-01 6.998393545633287138e-02
-1.373574028551823645e+01 9.534136311675825981e-01 6.843865632038513558e-02
-3.359090476452836871e+00 9.453737656140531742e-01 6.856700262741835528e-02
7.017559332612564482e+00 9.503719087340926075e-01 6.752016521704846952e-02
1.739420914167796539e+01 9.578402809223081071e-01 7.054866747351301592e-02
2.777085895074336719e+01 9.521394254055520756e-01 6.847396180714658553e-02
3.814750875980876543e+01 9.534350582844937083e-01 5.999179701382475333e-02
4.852415856887417078e+01 9.507916413841485115e-01 5.613438897736799937e-02
5.890080837793956903e+01 9.534835792406487487e-01 4.598084206273142516e-02
6.927745818700498148e+01 9.520673523423777151e-01 3.415139130450739469e-02
7.965410799607037973e+01 9.485905795653979400e-01 2.857524189842843010e-02
9.003075780513577797e+01 9.539478041402995601e-01 1.857987178061354036e-02
1.004074076142011762e+02 9.543370341307605420e-01 1.589919562056318555e-02
1.107840574232665745e+02 9.514776193760812184e-01 6.710054209221215892e-03
1.211607072323319869e+02 9.526966635417190021e-01 7.385178375593054977e-03
1.315373570413973994e+02 9.521610296152278607e-01 5.819200127719006011e-04
1.419140068504627834e+02 9.510456458193918827e-01 2.465988766851995653e-03
1.522906566595281674e+02 9.532768782949538888e-01 4.596907422824087278e-03
1.626673064685936083e+02 9.511675458209435385e-01 -7.044596944680655724e-04
